timeMS,CH,CLE,CRE,aX,aY,aZ
898363,-0.9146,1.8318,2.1862,-0.12,-0.01,1.02
898372,-0.9145,1.8330,2.1845,-0.12,-0.01,1.02
898381,-0.9123,1.8322,2.1851,-0.12,-0.02,1.03
898390,-0.9142,1.8320,2.1854,-0.12,-0.01,1.03
898399,-0.9138,1.8333,2.1871,-0.12,-0.01,1.03
898408,-0.9139,1.8320,2.1851,-0.12,-0.01,1.03
898417,-0.9152,1.8312,2.1854,-0.12,-0.01,1.02
898426,-0.9130,1.8308,2.1863,-0.12,-0.02,1.03
898435,-0.9127,1.8328,2.1864,-0.12,-0.02,1.03
898444,-0.9134,1.8331,2.1852,-0.12,-0.02,1.03
898453,-0.9115,1.8333,2.1863,-0.12,-0.01,1.02
898462,-0.9148,1.8335,2.1853,-0.12,-0.02,1.02
898471,-0.9140,1.8327,2.1855,-0.12,-0.02,1.03
898480,-0.9138,1.8335,2.1859,-0.12,-0.02,1.03
898489,-0.9158,1.8330,2.1847,-0.12,-0.02,1.02
898498,-0.9141,1.8334,2.1855,-0.12,-0.02,1.02
898507,-0.9135,1.8325,2.1848,-0.12,-0.01,1.02
898516,-0.9137,1.8319,2.1868,-0.12,-0.01,1.03
898525,-0.9135,1.8326,2.1848,-0.12,-0.01,1.03
898534,-0.9131,1.8315,2.1838,-0.12,-0.01,1.03
898543,-0.9139,1.8334,2.1867,-0.12,-0.01,1.03
898552,-0.9143,1.8310,2.1854,-0.12,-0.01,1.03
898561,-0.9146,1.8315,2.1858,-0.12,-0.01,1.03
898570,-0.9161,1.8311,2.1839,-0.12,-0.01,1.03
898579,-0.9137,1.8320,2.1854,-0.12,-0.02,1.03
898588,-0.9138,1.8324,2.1840,-0.12,-0.02,1.03
898597,-0.9149,1.8340,2.1842,-0.12,-0.01,1.03
898606,-0.9148,1.8314,2.1855,-0.12,-0.01,1.02
898615,-0.9129,1.8334,2.1852,-0.12,-0.01,1.02
898624,-0.9144,1.8324,2.1859,-0.12,-0.02,1.03
898633,-0.9130,1.8312,2.1849,-0.12,-0.02,1.02
898642,-0.9150,1.8326,2.1855,-0.12,-0.02,1.03
898651,-0.9131,1.8327,2.1856,-0.12,-0.02,1.03
898660,-0.9143,1.8325,2.1857,-0.12,-0.01,1.02
898669,-0.9134,1.8334,2.1849,-0.12,-0.01,1.03
898678,-0.9119,1.8338,2.1858,-0.12,-0.01,1.03
898687,-0.9146,1.8329,2.1862,-0.12,-0.02,1.03
898696,-0.9144,1.8337,2.1851,-0.12,-0.02,1.03
898705,-0.9115,1.8337,2.1868,-0.12,-0.01,1.03
898714,-0.9163,1.8344,2.1857,-0.12,-0.01,1.03
898723,-0.9131,1.8323,2.1863,-0.12,-0.01,1.03
898732,-0.9164,1.8330,2.1850,-0.12,-0.01,1.02
898741,-0.9163,1.8337,2.1877,-0.12,-0.01,1.02
898750,-0.9142,1.8340,2.1868,-0.12,-0.01,1.03
898759,-0.9127,1.8327,2.1870,-0.12,-0.01,1.02
898768,-0.9148,1.8324,2.1859,-0.12,-0.02,1.02
898777,-0.9150,1.8331,2.1855,-0.12,-0.02,1.03
898786,-0.9123,1.8341,2.1844,-0.12,-0.02,1.03
898795,-0.9147,1.8326,2.1868,-0.12,-0.02,1.03
898804,-0.9105,1.8321,2.1875,-0.12,-0.02,1.03
898813,-0.9148,1.8344,2.1844,-0.12,-0.02,1.03
898822,-0.9151,1.8320,2.1851,-0.12,-0.01,1.03
898831,-0.9142,1.8342,2.1871,-0.12,-0.01,1.03
898840,-0.9127,1.8348,2.1853,-0.12,-0.02,1.02
898849,-0.9160,1.8324,2.1860,-0.12,-0.02,1.03
898858,-0.9138,1.8344,2.1853,-0.12,-0.01,1.02
898867,-0.9164,1.8310,2.1849,-0.12,-0.01,1.02
898876,-0.9174,1.8331,2.1848,-0.12,-0.01,1.03
898885,-0.9142,1.8334,2.1851,-0.12,-0.01,1.03
898894,-0.9140,1.8320,2.1878,-0.12,-0.01,1.03
898903,-0.9150,1.8337,2.1868,-0.12,-0.02,1.02
898912,-0.9127,1.8337,2.1856,-0.12,-0.01,1.03
898921,-0.9127,1.8317,2.1841,-0.12,-0.01,1.03
898930,-0.9151,1.8322,2.1868,-0.12,-0.01,1.03
898939,-0.9146,1.8335,2.1857,-0.12,-0.01,1.02
898948,-0.9138,1.8332,2.1869,-0.12,-0.01,1.03
898957,-0.9152,1.8318,2.1861,-0.12,-0.01,1.03
898966,-0.9168,1.8343,2.1833,-0.12,-0.01,1.03
898975,-0.9153,1.8302,2.1852,-0.12,-0.01,1.02
898984,-0.9136,1.8331,2.1853,-0.12,-0.01,1.02
898993,-0.9130,1.8333,2.1856,-0.12,-0.02,1.03
899002,-0.9112,1.8333,2.1855,-0.12,-0.01,1.02
899011,-0.9162,1.8307,2.1866,-0.12,-0.02,1.03
899020,-0.9122,1.8315,2.1864,-0.12,-0.02,1.03
899029,-0.9131,1.8327,2.1851,-0.12,-0.02,1.03
899038,-0.9142,1.8322,2.1845,-0.12,-0.01,1.02
899047,-0.9131,1.8320,2.1849,-0.12,-0.01,1.02
899056,-0.9159,1.8322,2.1864,-0.12,-0.02,1.03
899065,-0.9143,1.8328,2.1868,-0.12,-0.01,1.02
899074,-0.9138,1.8329,2.1850,-0.12,-0.02,1.02
899083,-0.9127,1.8328,2.1851,-0.12,-0.02,1.03
899092,-0.9134,1.8334,2.1853,-0.12,-0.01,1.03
899101,-0.9157,1.8329,2.1855,-0.12,-0.01,1.03
899110,-0.9125,1.8321,2.1864,-0.12,-0.01,1.03
899119,-0.9142,1.8316,2.1868,-0.12,-0.01,1.03
899128,-0.9126,1.8322,2.1858,-0.12,-0.01,1.03
899137,-0.9127,1.8322,2.1844,-0.12,-0.01,1.03
899146,-0.9137,1.8321,2.1871,-0.12,-0.01,1.03
899155,-0.9136,1.8335,2.1859,-0.12,-0.01,1.03
899164,-0.9134,1.8337,2.1861,-0.12,-0.02,1.03
899173,-0.9128,1.8337,2.1862,-0.12,-0.02,1.03
899182,-0.9127,1.8330,2.1849,-0.12,-0.02,1.03
899191,-0.9139,1.8337,2.1848,-0.12,-0.01,1.02
899200,-0.9126,1.8321,2.1856,-0.12,-0.01,1.02
899209,-0.9135,1.8329,2.1852,-0.12,-0.01,1.02
899218,-0.9147,1.8305,2.1853,-0.12,-0.02,1.03
899227,-0.9135,1.8333,2.1883,-0.12,-0.02,1.03
899236,-0.9140,1.8320,2.1853,-0.12,-0.01,1.02
899245,-0.9145,1.8335,2.1854,-0.12,-0.01,1.02
899254,-0.9121,1.8345,2.1858,-0.12,-0.02,1.03
899263,-0.9155,1.8328,2.1856,-0.12,-0.02,1.03
899272,-0.9142,1.8342,2.1860,-0.12,-0.01,1.02
899281,-0.9128,1.8339,2.1858,-0.12,-0.02,1.03
899290,-0.9152,1.8309,2.1859,-0.12,-0.02,1.03
899299,-0.9151,1.8321,2.1848,-0.12,-0.02,1.02
899308,-0.9154,1.8323,2.1853,-0.12,-0.01,1.02
899317,-0.9145,1.8319,2.1866,-0.12,-0.02,1.03
899326,-0.9158,1.8339,2.1855,-0.12,-0.02,1.03
899335,-0.9132,1.8325,2.1847,-0.12,-0.01,1.02
899344,-0.9130,1.8334,2.1862,-0.12,-0.02,1.03
899353,-0.9122,1.8330,2.1853,-0.12,-0.02,1.03
899362,-0.9142,1.8320,2.1858,-0.12,-0.02,1.03
899371,-0.9128,1.8306,2.1868,-0.12,-0.02,1.02
899380,-0.9145,1.8321,2.1850,-0.12,-0.02,1.02
899389,-0.9142,1.8323,2.1860,-0.12,-0.02,1.03
899398,-0.9135,1.8339,2.1852,-0.12,-0.02,1.03
899407,-0.9137,1.8313,2.1856,-0.12,-0.01,1.02
899416,-0.9151,1.8333,2.1839,-0.12,-0.01,1.02
899425,-0.9146,1.8324,2.1866,-0.12,-0.01,1.03
899434,-0.9137,1.8309,2.1851,-0.12,-0.01,1.03
899443,-0.9168,1.8342,2.1848,-0.12,-0.01,1.03
899452,-0.9130,1.8307,2.1858,-0.12,-0.01,1.03
899461,-0.9134,1.8334,2.1843,-0.12,-0.02,1.03
899470,-0.9159,1.8316,2.1858,-0.12,-0.01,1.03
899479,-0.9156,1.8314,2.1850,-0.12,-0.01,1.03
899488,-0.9154,1.8336,2.1873,-0.12,-0.02,1.03
899497,-0.9145,1.8330,2.1859,-0.12,-0.01,1.03
899506,-0.9153,1.8349,2.1872,-0.12,-0.01,1.03
899515,-0.9121,1.8325,2.1846,-0.12,-0.01,1.02
899524,-0.9150,1.8337,2.1865,-0.12,-0.02,1.03
899533,-0.9154,1.8315,2.1855,-0.12,-0.02,1.03
899542,-0.9137,1.8328,2.1849,-0.12,-0.02,1.03
899551,-0.9146,1.8327,2.1856,-0.12,-0.01,1.03
899560,-0.9163,1.8336,2.1867,-0.12,-0.01,1.03
899569,-0.9141,1.8326,2.1844,-0.12,-0.01,1.03
899578,-0.9143,1.8334,2.1862,-0.12,-0.01,1.02
899587,-0.9150,1.8302,2.1843,-0.12,-0.02,1.03
899596,-0.9144,1.8306,2.1846,-0.12,-0.02,1.03
899605,-0.9130,1.8330,2.1847,-0.12,-0.02,1.02
899614,-0.9150,1.8316,2.1860,-0.12,-0.02,1.03
899623,-0.9166,1.8336,2.1865,-0.12,-0.01,1.02
899632,-0.9130,1.8335,2.1867,-0.12,-0.01,1.02
899641,-0.9135,1.8314,2.1877,-0.12,-0.02,1.02
899650,-0.9146,1.8334,2.1847,-0.12,-0.02,1.03
899659,-0.9125,1.8340,2.1854,-0.12,-0.02,1.03
899668,-0.9137,1.8300,2.1862,-0.12,-0.01,1.02
899677,-0.9134,1.8329,2.1850,-0.12,-0.02,1.03
899686,-0.9146,1.8318,2.1863,-0.12,-0.01,1.03
899695,-0.9138,1.8330,2.1875,-0.12,-0.01,1.03
899704,-0.9141,1.8311,2.1866,-0.12,-0.02,1.02
899713,-0.9143,1.8336,2.1876,-0.12,-0.01,1.03
899722,-0.9130,1.8337,2.1861,-0.12,-0.01,1.03
899731,-0.9171,1.8344,2.1861,-0.12,-0.01,1.02
899740,-0.9143,1.8300,2.1861,-0.12,-0.02,1.03
899749,-0.9149,1.8340,2.1864,-0.12,-0.02,1.03
899758,-0.9143,1.8336,2.1860,-0.12,-0.01,1.03
899767,-0.9137,1.8326,2.1865,-0.12,-0.01,1.02
899776,-0.9140,1.8327,2.1883,-0.12,-0.02,1.03
899785,-0.9131,1.8328,2.1870,-0.12,-0.02,1.03
899794,-0.9127,1.8333,2.1863,-0.12,-0.01,1.02
899803,-0.9135,1.8339,2.1861,-0.12,-0.02,1.02
899812,-0.9125,1.8330,2.1860,-0.12,-0.02,1.02
899821,-0.9142,1.8297,2.1863,-0.12,-0.02,1.03
899830,-0.9137,1.8318,2.1864,-0.12,-0.02,1.02
899839,-0.9164,1.8342,2.1855,-0.12,-0.02,1.02
899848,-0.9143,1.8328,2.1860,-0.12,-0.02,1.02
899857,-0.9151,1.8318,2.1860,-0.12,-0.01,1.03
899866,-0.9151,1.8328,2.1855,-0.12,-0.02,1.02
899875,-0.9144,1.8319,2.1841,-0.12,-0.02,1.02
899884,-0.9154,1.8325,2.1852,-0.12,-0.01,1.03
899893,-0.9146,1.8347,2.1851,-0.12,-0.01,1.03
899902,-0.9136,1.8328,2.1855,-0.12,-0.01,1.03
899911,-0.9133,1.8295,2.1870,-0.12,-0.02,1.02
899920,-0.9131,1.8334,2.1866,-0.12,-0.01,1.03
899929,-0.9156,1.8335,2.1857,-0.12,-0.01,1.02
899938,-0.9143,1.8314,2.1852,-0.12,-0.01,1.02
899947,-0.9140,1.8320,2.1864,-0.12,-0.01,1.03
899956,-0.9119,1.8346,2.1861,-0.12,-0.02,1.03
899965,-0.9137,1.8346,2.1839,-0.12,-0.02,1.03
899974,-0.9143,1.8321,2.1858,-0.12,-0.02,1.02
899983,-0.9138,1.8319,2.1840,-0.12,-0.02,1.03
899992,-0.9143,1.8320,2.1850,-0.12,-0.01,1.03
900001,-0.9122,1.8328,2.1866,-0.12,-0.01,1.02
900010,-0.9142,1.8335,2.1857,-0.12,-0.01,1.03
900019,-0.9144,1.8334,2.1851,-0.12,-0.01,1.03
900028,-0.9161,1.8340,2.1863,-0.12,-0.01,1.03
900037,-0.9145,1.8322,2.1859,-0.12,-0.02,1.02
900046,-0.9150,1.8338,2.1873,-0.12,-0.01,1.03
900055,-0.9131,1.8329,2.1854,-0.12,-0.01,1.03
900064,-0.9151,1.8340,2.1852,-0.12,-0.01,1.03
900073,-0.9151,1.8321,2.1853,-0.12,-0.02,1.02
900082,-0.9135,1.8348,2.1871,-0.12,-0.01,1.03
900091,-0.9161,1.8326,2.1865,-0.12,-0.01,1.03
900100,-0.9145,1.8336,2.1862,-0.12,-0.01,1.02
900109,-0.9119,1.8332,2.1857,-0.12,-0.02,1.03
900118,-0.9133,1.8327,2.1852,-0.12,-0.02,1.03
900127,-0.9133,1.8322,2.1845,-0.12,-0.01,1.03
900136,-0.9133,1.8327,2.1853,-0.12,-0.01,1.02
900145,-0.9145,1.8324,2.1845,-0.12,-0.02,1.03
900154,-0.9149,1.8339,2.1859,-0.12,-0.02,1.03
900163,-0.9147,1.8321,2.1870,-0.12,-0.02,1.02
900172,-0.9128,1.8322,2.1840,-0.12,-0.02,1.03
900181,-0.9129,1.8337,2.1851,-0.12,-0.02,1.03
900190,-0.9137,1.8330,2.1854,-0.12,-0.01,1.03
900199,-0.9143,1.8317,2.1857,-0.12,-0.01,1.02
900208,-0.9142,1.8319,2.1854,-0.12,-0.02,1.02
900217,-0.9138,1.8315,2.1878,-0.12,-0.02,1.03
900226,-0.9124,1.8332,2.1854,-0.12,-0.01,1.02
900235,-0.9131,1.8344,2.1838,-0.12,-0.02,1.03
900244,-0.9153,1.8310,2.1854,-0.12,-0.02,1.03
900253,-0.9125,1.8316,2.1845,-0.12,-0.02,1.03
900262,-0.9142,1.8345,2.1873,-0.12,-0.01,1.02
900271,-0.9139,1.8318,2.1873,-0.12,-0.01,1.02
900280,-0.9149,1.8329,2.1872,-0.12,-0.01,1.02
900289,-0.9147,1.8325,2.1852,-0.12,-0.01,1.03
900298,-0.9145,1.8342,2.1850,-0.12,-0.01,1.03
900307,-0.9143,1.8327,2.1862,-0.12,-0.01,1.03
900316,-0.9149,1.8335,2.1861,-0.12,-0.01,1.03
900325,-0.9120,1.8333,2.1856,-0.12,-0.02,1.02
900334,-0.9138,1.8331,2.1863,-0.12,-0.02,1.02
900343,-0.9129,1.8310,2.1869,-0.12,-0.02,1.02
900352,-0.9125,1.8326,2.1849,-0.12,-0.01,1.03
900361,-0.9148,1.8333,2.1852,-0.12,-0.01,1.03
900370,-0.9144,1.8338,2.1852,-0.12,-0.02,1.02
900379,-0.9153,1.8325,2.1859,-0.12,-0.02,1.03
900388,-0.9141,1.8323,2.1854,-0.12,-0.01,1.03
900397,-0.9123,1.8336,2.1863,-0.12,-0.01,1.03
900406,-0.9143,1.8334,2.1863,-0.12,-0.01,1.03
900415,-0.9130,1.8320,2.1853,-0.12,-0.01,1.03
900424,-0.9150,1.8324,2.1874,-0.12,-0.01,1.03
900433,-0.9147,1.8341,2.1852,-0.12,-0.02,1.02
900442,-0.9145,1.8325,2.1853,-0.12,-0.01,1.03
900451,-0.9159,1.8367,2.1859,-0.12,-0.01,1.03
900460,-0.9140,1.8341,2.1853,-0.12,-0.01,1.03
900469,-0.9141,1.8333,2.1849,-0.12,-0.02,1.03
900478,-0.9144,1.8329,2.1867,-0.12,-0.01,1.03
900487,-0.9134,1.8333,2.1838,-0.12,-0.01,1.03
900496,-0.9154,1.8339,2.1854,-0.12,-0.01,1.02
900505,-0.9130,1.8347,2.1852,-0.12,-0.02,1.03
900514,-0.9155,1.8309,2.1836,-0.12,-0.01,1.03
900523,-0.9125,1.8335,2.1854,-0.12,-0.01,1.02
900532,-0.9144,1.8334,2.1874,-0.12,-0.01,1.02
900541,-0.9131,1.8333,2.1844,-0.12,-0.01,1.03
900550,-0.9142,1.8337,2.1863,-0.12,-0.01,1.03
900559,-0.9153,1.8318,2.1865,-0.12,-0.01,1.03
900568,-0.9131,1.8328,2.1860,-0.12,-0.02,1.03
900577,-0.9140,1.8339,2.1880,-0.12,-0.02,1.03
900586,-0.9148,1.8340,2.1867,-0.12,-0.02,1.03
900595,-0.9148,1.8320,2.1880,-0.12,-0.01,1.03
900604,-0.9148,1.8342,2.1843,-0.12,-0.01,1.03
900613,-0.9156,1.8334,2.1868,-0.12,-0.01,1.03
900622,-0.9152,1.8331,2.1869,-0.12,-0.01,1.03
900631,-0.9141,1.8330,2.1853,-0.12,-0.02,1.02
900640,-0.9153,1.8319,2.1849,-0.12,-0.02,1.02
900649,-0.9166,1.8316,2.1857,-0.12,-0.02,1.03
900658,-0.9154,1.8334,2.1858,-0.12,-0.01,1.02
900667,-0.9130,1.8319,2.1857,-0.12,-0.01,1.02
900676,-0.9139,1.8344,2.1842,-0.12,-0.02,1.02
900685,-0.9147,1.8327,2.1849,-0.12,-0.02,1.02
900694,-0.9140,1.8334,2.1859,-0.12,-0.02,1.03
900703,-0.9144,1.8346,2.1860,-0.12,-0.02,1.03
900712,-0.9123,1.8328,2.1853,-0.12,-0.01,1.03
900721,-0.9151,1.8344,2.1861,-0.12,-0.01,1.03
900730,-0.9152,1.8332,2.1856,-0.12,-0.01,1.03
900739,-0.9139,1.8326,2.1850,-0.12,-0.02,1.02
900748,-0.9147,1.8330,2.1855,-0.12,-0.01,1.03
900757,-0.9128,1.8339,2.1840,-0.12,-0.02,1.02
900766,-0.9136,1.8321,2.1856,-0.12,-0.02,1.02
900775,-0.9147,1.8341,2.1876,-0.12,-0.01,1.03
900784,-0.9129,1.8346,2.1862,-0.12,-0.02,1.03
900793,-0.9157,1.8313,2.1866,-0.12,-0.02,1.03
900802,-0.9121,1.8313,2.1872,-0.12,-0.02,1.02
900811,-0.9143,1.8325,2.1855,-0.12,-0.01,1.03
900820,-0.9132,1.8321,2.1857,-0.12,-0.01,1.03
900829,-0.9116,1.8334,2.1860,-0.12,-0.01,1.03
900838,-0.9130,1.8321,2.1848,-0.12,-0.01,1.03
900847,-0.9123,1.8321,2.1871,-0.12,-0.01,1.03
900856,-0.9146,1.8338,2.1848,-0.12,-0.01,1.03
900865,-0.9135,1.8328,2.1860,-0.12,-0.01,1.02
900874,-0.9129,1.8334,2.1854,-0.12,-0.01,1.03
900883,-0.9136,1.8320,2.1851,-0.12,-0.01,1.03
900892,-0.9125,1.8311,2.1832,-0.12,-0.01,1.03
900901,-0.9137,1.8312,2.1849,-0.12,-0.02,1.02
900910,-0.9112,1.8314,2.1862,-0.12,-0.02,1.02
900919,-0.9125,1.8329,2.1854,-0.12,-0.02,1.03
900928,-0.9162,1.8319,2.1864,-0.12,-0.02,1.03
900937,-0.9144,1.8341,2.1854,-0.12,-0.02,1.02
900946,-0.9141,1.8336,2.1846,-0.12,-0.02,1.02
900955,-0.9152,1.8321,2.1857,-0.12,-0.01,1.03
900964,-0.9148,1.8338,2.1873,-0.12,-0.01,1.03
900973,-0.9148,1.8334,2.1861,-0.12,-0.01,1.03
900982,-0.9128,1.8322,2.1864,-0.12,-0.01,1.03
900991,-0.9141,1.8317,2.1868,-0.12,-0.02,1.02
901000,-0.9146,1.8331,2.1853,-0.12,-0.02,1.03
901009,-0.9159,1.8327,2.1846,-0.12,-0.02,1.03
901018,-0.9146,1.8322,2.1852,-0.12,-0.01,1.03
901027,-0.9164,1.8323,2.1854,-0.12,-0.01,1.03
901036,-0.9131,1.8328,2.1846,-0.12,-0.01,1.03
901045,-0.9151,1.8339,2.1843,-0.12,-0.02,1.02
901054,-0.9143,1.8332,2.1855,-0.12,-0.02,1.03
901063,-0.9142,1.8333,2.1844,-0.12,-0.01,1.02
901072,-0.9118,1.8316,2.1856,-0.12,-0.01,1.02
901081,-0.9115,1.8338,2.1865,-0.12,-0.02,1.03
901090,-0.9146,1.8315,2.1865,-0.12,-0.01,1.03
901099,-0.9139,1.8324,2.1858,-0.12,-0.01,1.03
901108,-0.9147,1.8331,2.1843,-0.12,-0.01,1.02
901117,-0.9150,1.8320,2.1844,-0.12,-0.02,1.02
901126,-0.9124,1.8316,2.1873,-0.12,-0.01,1.02
901135,-0.9142,1.8336,2.1872,-0.12,-0.01,1.03
901144,-0.9151,1.8304,2.1821,-0.12,-0.02,1.02
901153,-0.9157,1.8327,2.1856,-0.12,-0.02,1.03
901162,-0.9146,1.8328,2.1854,-0.12,-0.02,1.03
901171,-0.9151,1.8314,2.1845,-0.12,-0.01,1.03
901180,-0.9134,1.8337,2.1849,-0.12,-0.02,1.03
901189,-0.9136,1.8318,2.1854,-0.12,-0.02,1.03
901198,-0.9147,1.8334,2.1853,-0.12,-0.01,1.03
901207,-0.9159,1.8311,2.1861,-0.12,-0.01,1.02
901216,-0.9151,1.8316,2.1839,-0.12,-0.02,1.02
901225,-0.9133,1.8319,2.1834,-0.12,-0.02,1.03
901234,-0.9130,1.8338,2.1857,-0.12,-0.02,1.03
901243,-0.9146,1.8329,2.1839,-0.12,-0.02,1.02
901252,-0.9130,1.8319,2.1851,-0.12,-0.02,1.02
901261,-0.9133,1.8331,2.1858,-0.12,-0.01,1.03
901270,-0.9144,1.8327,2.1876,-0.12,-0.01,1.02
901279,-0.9142,1.8322,2.1863,-0.12,-0.01,1.02
901288,-0.9143,1.8332,2.1846,-0.12,-0.02,1.02
901297,-0.9120,1.8327,2.1837,-0.12,-0.01,1.03
901306,-0.9122,1.8339,2.1859,-0.12,-0.01,1.02
901315,-0.9136,1.8334,2.1844,-0.12,-0.01,1.02
901324,-0.9155,1.8317,2.1860,-0.12,-0.01,1.03
901333,-0.9169,1.8341,2.1878,-0.12,-0.02,1.02
901342,-0.9143,1.8317,2.1885,-0.12,-0.02,1.02
901351,-0.9152,1.8316,2.1839,-0.12,-0.02,1.02
901360,-0.9135,1.8315,2.1853,-0.12,-0.01,1.03
901369,-0.9118,1.8319,2.1861,-0.12,-0.01,1.02
901378,-0.9138,1.8330,2.1855,-0.12,-0.01,1.02
901387,-0.9141,1.8321,2.1854,-0.12,-0.02,1.03
901396,-0.9153,1.8320,2.1844,-0.12,-0.01,1.02
901405,-0.9140,1.8333,2.1839,-0.12,-0.01,1.02
901414,-0.9153,1.8334,2.1852,-0.12,-0.01,1.02
901423,-0.9145,1.8325,2.1861,-0.12,-0.01,1.03
901432,-0.9116,1.8342,2.1856,-0.12,-0.01,1.03
901441,-0.9146,1.8327,2.1856,-0.12,-0.01,1.03
901450,-0.9128,1.8329,2.1847,-0.12,-0.02,1.02
901459,-0.9144,1.8302,2.1853,-0.12,-0.01,1.03
901468,-0.9137,1.8330,2.1863,-0.12,-0.01,1.03
901477,-0.9139,1.8319,2.1844,-0.12,-0.02,1.02
901486,-0.9132,1.8326,2.1870,-0.12,-0.01,1.03
901495,-0.9163,1.8345,2.1854,-0.12,-0.01,1.03
901504,-0.9130,1.8344,2.1853,-0.12,-0.01,1.03
901513,-0.9137,1.8312,2.1855,-0.12,-0.02,1.02
901522,-0.9133,1.8313,2.1860,-0.12,-0.02,1.02
901531,-0.9130,1.8319,2.1838,-0.12,-0.02,1.03
901540,-0.9122,1.8340,2.1845,-0.12,-0.01,1.03
901549,-0.9127,1.8331,2.1851,-0.12,-0.01,1.02
901558,-0.9128,1.8305,2.1857,-0.12,-0.01,1.02
901567,-0.9150,1.8342,2.1856,-0.12,-0.01,1.03
901576,-0.9141,1.8315,2.1852,-0.12,-0.02,1.03
901585,-0.9118,1.8313,2.1858,-0.12,-0.02,1.03
901594,-0.9132,1.8320,2.1854,-0.12,-0.01,1.03
901603,-0.9137,1.8328,2.1869,-0.12,-0.01,1.03
901612,-0.9129,1.8323,2.1859,-0.12,-0.02,1.03
901621,-0.9128,1.8350,2.1870,-0.12,-0.02,1.03
901630,-0.9145,1.8324,2.1858,-0.12,-0.01,1.03
901639,-0.9141,1.8329,2.1851,-0.12,-0.01,1.03
901648,-0.9129,1.8344,2.1846,-0.12,-0.01,1.03
901657,-0.9145,1.8321,2.1857,-0.12,-0.01,1.03
901666,-0.9146,1.8328,2.1839,-0.12,-0.02,1.03
901675,-0.9143,1.8338,2.1847,-0.12,-0.01,1.03
901684,-0.9122,1.8324,2.1857,-0.12,-0.01,1.03
901693,-0.9136,1.8319,2.1848,-0.12,-0.01,1.02
901702,-0.9152,1.8324,2.1858,-0.12,-0.02,1.03
901711,-0.9142,1.8325,2.1851,-0.12,-0.02,1.03
901720,-0.9132,1.8325,2.1840,-0.12,-0.02,1.03
901729,-0.9143,1.8332,2.1866,-0.12,-0.02,1.03
901738,-0.9139,1.8327,2.1860,-0.12,-0.01,1.03
901747,-0.9145,1.8331,2.1862,-0.12,-0.01,1.02
901756,-0.9142,1.8338,2.1850,-0.12,-0.01,1.03
901765,-0.9142,1.8328,2.1849,-0.12,-0.01,1.03
901774,-0.9147,1.8331,2.1845,-0.12,-0.01,1.03
901783,-0.9145,1.8328,2.1862,-0.12,-0.02,1.03
901792,-0.9137,1.8330,2.1863,-0.12,-0.01,1.02
901801,-0.9133,1.8332,2.1860,-0.12,-0.01,1.02
901810,-0.9135,1.8324,2.1867,-0.12,-0.02,1.02
901819,-0.9153,1.8331,2.1878,-0.12,-0.01,1.03
901828,-0.9136,1.8346,2.1868,-0.12,-0.01,1.03
901837,-0.9127,1.8324,2.1862,-0.12,-0.01,1.02
901846,-0.9138,1.8323,2.1853,-0.12,-0.02,1.02
901855,-0.9151,1.8325,2.1847,-0.12,-0.01,1.02
901864,-0.9147,1.8317,2.1851,-0.12,-0.01,1.02
901873,-0.9151,1.8325,2.1859,-0.12,-0.01,1.03
901882,-0.9136,1.8337,2.1864,-0.12,-0.01,1.03
901891,-0.9134,1.8347,2.1864,-0.12,-0.01,1.03
901900,-0.9122,1.8300,2.1844,-0.12,-0.01,1.03
901909,-0.9126,1.8333,2.1869,-0.12,-0.02,1.03
901918,-0.9137,1.8318,2.1849,-0.12,-0.01,1.02
901927,-0.9131,1.8337,2.1861,-0.12,-0.01,1.02
901936,-0.9136,1.8333,2.1840,-0.12,-0.01,1.03
901945,-0.9155,1.8344,2.1853,-0.12,-0.02,1.03
901954,-0.9149,1.8339,2.1860,-0.12,-0.02,1.03
901963,-0.9135,1.8336,2.1878,-0.12,-0.01,1.03
901972,-0.9139,1.8323,2.1857,-0.12,-0.01,1.03
901981,-0.9142,1.8318,2.1860,-0.12,-0.02,1.03
901990,-0.9135,1.8330,2.1847,-0.12,-0.02,1.03
901999,-0.9132,1.8328,2.1851,-0.12,-0.01,1.03
902008,-0.9115,1.8315,2.1864,-0.12,-0.01,1.02
902017,-0.9142,1.8313,2.1852,-0.12,-0.01,1.02
902026,-0.9141,1.8324,2.1870,-0.12,-0.01,1.02
902035,-0.9145,1.8326,2.1862,-0.12,-0.02,1.03
902044,-0.9132,1.8334,2.1845,-0.12,-0.01,1.03
902053,-0.9147,1.8317,2.1855,-0.12,-0.01,1.02
902062,-0.9143,1.8342,2.1860,-0.12,-0.01,1.03
902071,-0.9134,1.8320,2.1870,-0.12,-0.02,1.03
902080,-0.9112,1.8327,2.1845,-0.12,-0.02,1.03
902089,-0.9125,1.8318,2.1865,-0.12,-0.02,1.03
902098,-0.9136,1.8345,2.1863,-0.12,-0.01,1.03
902107,-0.9133,1.8330,2.1865,-0.12,-0.01,1.03
902116,-0.9130,1.8330,2.1869,-0.12,-0.02,1.03
902125,-0.9132,1.8303,2.1868,-0.12,-0.01,1.03
902134,-0.9156,1.8367,2.1843,-0.12,-0.02,1.03
902143,-0.9131,1.8307,2.1844,-0.12,-0.02,1.03
902152,-0.9149,1.8330,2.1820,-0.12,-0.02,1.02
902161,-0.9131,1.8332,2.1839,-0.12,-0.01,1.02
